"Deliverable 
(Streamtime: Item Name)","Description
(Streamtime: Description)",Resource, Dept Rate,Effort / Quantity,Cost Rate ,Total Cost ,Sell Rate,Total Sell ,Deliverable Price ,Internal Notes
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Art Director,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Video Editor,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",[Expense],Film Shoot - Cut-down (3rd party),0," $ 1,000 ", $ -   ," $ 1,200 ", $ -   ,,
Creative Asset - Powerpoint/Google Slide Design,Up to 10 slide templates,Project Manager,Project Management,6, $ 131 , $ 786 , $ 180 ," $ 1,080.00 "," $ 5,800.00 ",
Creative Asset - Powerpoint/Google Slide Design,Up to 10 slide templates,Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
Creative Asset - Powerpoint/Google Slide Design,Up to 10 slide templates,[Expense],Shutterstock (per image),10, $ 50 , $ 500 , $ 50 , $ 500.00 ,,
Creative Asset - Powerpoint/Google Slide Design,Up to 10 slide templates,Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - Powerpoint/Google Slide Design,Up to 10 slide templates,Art Director,Creative,24, $ 122 ," $ 2,928 ", $ 170 ," $ 4,080.00 ",,
Creative Asset - Social media video < 15 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (2-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 2,870.00 ",
Creative Asset - Social media video < 15 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (2-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Social media video < 15 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (2-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Copywriter,Content,3, $ 147 , $ 441 , $ 170 , $ 510.00 ,,
Creative Asset - Social media video < 15 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (2-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Videographer,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Social media video < 15 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (2-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Art Director,Creative,6, $ 122 , $ 732 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Social media video < 30 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (4-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Project Manager,Project Management,6, $ 131 , $ 786 , $ 180 ," $ 1,080.00 "," $ 4,080.00 ",
Creative Asset - Social media video < 30 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (4-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Social media video < 30 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (4-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
Creative Asset - Social media video < 30 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (4-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Videographer,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
Creative Asset - Social media video < 30 Sec,"Live-action footage shot in-house with basic lighting setup (only to be used in Social Media)
- Scriptwriting & Basic Storyboarding
- Pre-production planning
- Production (4-hour shoot)
- Post-production (editing, audio)
- Capcut editing
Exclusions - talent, location fees, VO, HMU, Props, Wardrobe, stock Image/Video",Art Director,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
Creative Asset - Event Backdrop,"Develop content and artwork for event backdrop up to 10m width
Excludes printing cost",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 4,600.00 ",
Creative Asset - Event Backdrop,"Develop content and artwork for event backdrop up to 10m width
Excludes printing cost",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Event Backdrop,"Develop content and artwork for event backdrop up to 10m width
Excludes printing cost",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
Creative Asset - Event Backdrop,"Develop content and artwork for event backdrop up to 10m width
Excludes printing cost",Art Director,Creative,16, $ 122 ," $ 1,952 ", $ 170 ," $ 2,720.00 ",,
Creative Asset - Event Backdrop,"Develop content and artwork for event backdrop up to 10m width
Excludes printing cost",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
Creative Asset - Event Backdrop,"Develop content and artwork for event backdrop up to 10m width
Excludes printing cost",FA Artist,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Pull up banner,"Develop content and artwork for pull up banner (widths can vary from 1.5m - 3m)
Excludes printing cost",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 3,920.00 ",
Creative Asset - Pull up banner,"Develop content and artwork for pull up banner (widths can vary from 1.5m - 3m)
Excludes printing cost",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Pull up banner,"Develop content and artwork for pull up banner (widths can vary from 1.5m - 3m)
Excludes printing cost",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
Creative Asset - Pull up banner,"Develop content and artwork for pull up banner (widths can vary from 1.5m - 3m)
Excludes printing cost",Art Director,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Pull up banner,"Develop content and artwork for pull up banner (widths can vary from 1.5m - 3m)
Excludes printing cost",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
Creative Asset - Pull up banner,"Develop content and artwork for pull up banner (widths can vary from 1.5m - 3m)
Excludes printing cost",FA Artist,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Event Booth,"Develop content and artwork for an event booth or kiosk (Usually vinyl wrap)
Excludes printing & booth cost",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 3,850.00 ",
Creative Asset - Event Booth,"Develop content and artwork for an event booth or kiosk (Usually vinyl wrap)
Excludes printing & booth cost",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Event Booth,"Develop content and artwork for an event booth or kiosk (Usually vinyl wrap)
Excludes printing & booth cost",[Expense],Shutterstock (per image),6, $ 50 , $ 300 , $ 50 , $ 300.00 ,,
Creative Asset - Event Booth,"Develop content and artwork for an event booth or kiosk (Usually vinyl wrap)
Excludes printing & booth cost",Art Director,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Event Booth,"Develop content and artwork for an event booth or kiosk (Usually vinyl wrap)
Excludes printing & booth cost",Copywriter,Content,1, $ 147 , $ 147 , $ 170 , $ 170.00 ,,
Creative Asset - Event Booth,"Develop content and artwork for an event booth or kiosk (Usually vinyl wrap)
Excludes printing & booth cost",FA Artist,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Facebook 360 Photo,360 degree artwork using Gen AI ,Project Manager,Project Management,3, $ 131 , $ 393 , $ 180 , $ 540.00 ," $ 1,840.00 ",
Creative Asset - Facebook 360 Photo,360 degree artwork using Gen AI ,[Expense],Shutterstock (per image),0, $ 50 , $ -   , $ 50 , $ -   ,,
Creative Asset - Facebook 360 Photo,360 degree artwork using Gen AI ,Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Facebook 360 Photo,360 degree artwork using Gen AI ,Art Director,Creative,6, $ 122 , $ 732 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Facebook 360 Photo,360 degree artwork using Gen AI ,Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
Creative Asset - Video/Image Organic Post,"Package of 5 x single-asset posts with custom text:
- Includes content, design and publishing
NOTE: Excludes video production for video posts ",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 3,490.00 ",
Creative Asset - Video/Image Organic Post,"Package of 5 x single-asset posts with custom text:
- Includes content, design and publishing
NOTE: Excludes video production for video posts ",[Expense],Shutterstock (per image),5, $ 50 , $ 250 , $ 50 , $ 250.00 ,,
Creative Asset - Video/Image Organic Post,"Package of 5 x single-asset posts with custom text:
- Includes content, design and publishing
NOTE: Excludes video production for video posts ",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - Video/Image Organic Post,"Package of 5 x single-asset posts with custom text:
- Includes content, design and publishing
NOTE: Excludes video production for video posts ",Art Director,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
Creative Asset - Video/Image Organic Post,"Package of 5 x single-asset posts with custom text:
- Includes content, design and publishing
NOTE: Excludes video production for video posts ",Copywriter,Content,6, $ 147 , $ 882 , $ 170 ," $ 1,020.00 ",,
[Domain Registration] .com/.net/.org (Per year),<Create as expense>,[Expense],Domain (.com/.net/.org) (Per year),1, $ 100 , $ 100 , $ 100 , $ 100.00 ,, Always check if there is any cost changes from service provider's website 
[Domain Registration] Country top-level domains .sg/.com.sg (Per year),<Create as expense>,[Expense],Other country top-level domains including .sg/.com.sg (Per year),1, $ 200 , $ 200 , $ 200 , $ 200.00 ,, Always check if there is any cost changes from service provider's website 
[Hosting] Shared Cloud Hosting (Per year),<Create as expense>,[Expense],Shared Hosting (Per year),1, $ 60 , $ 60 , $ 600 , $ 600.00 ,, Always check if there is any cost changes from service provider's website 
[Hosting] Shared Hosting - Wordpress (Per year),"<Create as expense>

Shared hosting for Wordpress website including mandatory quarterly basic Wordpress maintenance",[Expense],Shared Hosting + Wordpress Maintenance (Per year),1, $ 60 , $ 60 ," $ 1,000 "," $ 1,000.00 ",, Always check if there is any cost changes from service provider's website 
[Hosting] Cloud Hosting (Per year),<Create as expense>,[Expense],Cloud Hosting (Per year),1, $ 400 , $ 400 ," $ 1,200 "," $ 1,200.00 ",, Always check if there is any cost changes from service provider's website 
[Hosting] Cloud Hosting - Wordpress (Per year),"<Create as expense>

Cloud hosting for Wordpress website including mandatory quarterly basic Wordpress maintenance",[Expense],Cloud Hosting + Wordpress Maintenance (Per year),1, $ 400 , $ 400 ," $ 1,600 "," $ 1,600.00 ",, Always check if there is any cost changes from service provider's website 
[SSL Standard] Cert Purchase & Installation (Per year),<Create as expense>,[Expense],SSL Standard (Per year),1, $ 43 , $ 43 , $ 420 , $ 420.00 ,, Always check if there is any cost changes from service provider's website 
